Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27
A00053455,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.921334975654285,NaN,-0.973129258481736,NaN,0.275152022715993,NaN,-0.772230380768402,NaN,0.914680940052008,NaN,-0.203128477670206,NaN,NaN,0.194580144266937,NaN,-0.713884101772808,NaN,0.680170639143893,NaN,0.818895694549118,NaN,0.873547818938704,NaN,0.236043990925577
A00053473,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.710308855815726,NaN,0.93706944111433,NaN,-0.776342729846886,NaN,0.168032193751727,NaN,-0.228913113915941,NaN,-0.315060903826821,NaN,NaN,-0.80452578556287,NaN,0.938622169385873,NaN,0.101473428233742,NaN,0.239274322080604,NaN,-0.39462365835541,NaN,-0.894892793181053
A00053851,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,-0.884149851193134,NaN,0.227540459938457,NaN,0.856679717441753,NaN,0.700270448539653,NaN,0.934331363049819,NaN,0.670508775739459,NaN,NaN,-0.620080591331439,NaN,0.303822900763312,NaN,0.753449077681444,NaN,0.7028444127384,NaN,0.923502502673986,NaN,0.887531265653224
A00053902,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.940145738413711,NaN,0.796094015676366,NaN,-0.538861191789584,NaN,-0.759734718541996,NaN,0.917559603742259,NaN,-0.686439682614897,-0.616130768186873,NaN,0.643252631171234,NaN,0.883985294039212,NaN,0.930510128384163,NaN,-0.854805707775604,NaN,0.949727502149002,NaN
A00054019,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,0.817608929879008,NaN,0.892832518047761,NaN,-0.0335270814080233,NaN,0.933808017482455,NaN,0.962747516896928,NaN,0.826095813010099,NaN,NaN,0.775571530234759,NaN,0.945220256310029,NaN,0.867182897434779,NaN,-0.748869505067482,NaN,0.271350498721269,NaN,0.971051616933476
A00054441,Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused,3,NaN,0.779494740336188,NaN,-0.233687050612794,NaN,0.962587391189183,NaN,0.75939896831662,NaN,-0.88379451320943,NaN,-0.962719685089657,0.923346019067157,NaN,-0.641651672962063,NaN,-0.514559013236793,NaN,0.115548802753718,NaN,0.98902073746733,NaN,0.979121244406143,NaN
A00054504,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,0.680970120327941,NaN,0.874703143115847,NaN,0.964631448357215,NaN,0.730648134262083,NaN,0.949904606308723,NaN,0.949051058047182,0.801266514522825,NaN,-0.0838542700072125,NaN,0.949586194045612,NaN,-0.619780819200409,NaN,0.930128720753855,NaN,0.282725245172605,NaN
A00054857,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,-0.794404901480176,NaN,0.775194100293563,NaN,-0.691420940121506,NaN,0.68960177391173,NaN,0.0481978392500669,NaN,-0.581135592354205,NaN,NaN,0.836790444293682,NaN,0.951826758644882,NaN,-0.702172988368231,NaN,-0.101490693278104,NaN,0.553441333647798,NaN,0.942648875903445
A00054914,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.749203653611566,NaN,0.755628082332349,NaN,0.827503591817904,NaN,-0.915914537259476,NaN,0.864089236999849,NaN,-0.977201060464245,-0.130939016896938,NaN,-0.889228089425192,NaN,0.59962239195433,NaN,0.317615007481121,NaN,0.904737093596958,NaN,0.837891327611589,NaN
A00055121,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,-0.688757732989445,NaN,-0.943639351552318,NaN,0.974828026050008,NaN,0.502535684934058,NaN,0.985120062329425,NaN,0.954414025578491,NaN,NaN,-0.168069298485659,NaN,0.874998520657368,NaN,-0.139461133342682,NaN,0.945743229136205,NaN,0.530680197624067,NaN,0.924056441103576
A00055373,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,0.900722119042743,NaN,0.895778218304849,NaN,0.9145290782556,NaN,0.747189460824988,NaN,0.701202911811557,NaN,0.885433880199253,-0.370443244204938,NaN,0.242544780765848,NaN,-0.867874213072381,NaN,0.0958585182542012,NaN,0.921758863420894,NaN,0.917444169609531,NaN
A00055447,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,-0.851256829256262,NaN,0.844609084933967,NaN,0.0212010550001361,NaN,-0.733013818900665,NaN,0.853386177520552,NaN,0.073798297541179,NaN,NaN,0.687423420394567,NaN,-0.147973216008194,NaN,0.913464950826553,NaN,0.734467517709359,NaN,0.46645328237541,NaN,0.97162854413446
A00055542,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.0409387944604678,NaN,0.968457630006441,NaN,0.14876834955439,NaN,0.724529012852113,NaN,-0.351504816377047,NaN,-0.940927396630771,0.882576784060075,NaN,-0.968147920562262,NaN,0.899192758029866,NaN,0.420589612482793,NaN,0.995152481654805,NaN,0.463568094275929,NaN
A00055763,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.717595026774069,NaN,0.72397779432005,NaN,0.959030572477215,NaN,0.907399573843403,NaN,0.858022746624402,NaN,-0.972275992389539,NaN,NaN,0.649409946718171,NaN,0.885297851074138,NaN,0.629088594092812,NaN,0.92299081902534,NaN,-0.211205079311029,NaN,-0.265950374419905
A00056097,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.723544053945804,NaN,0.163638791042922,NaN,-0.93141965745633,NaN,0.675003975185899,NaN,0.922490914377503,NaN,-0.459603463363318,NaN,NaN,0.188000436485095,NaN,0.965917587765401,NaN,0.422404400195024,NaN,0.16163863550613,NaN,0.813790482273045,NaN,0.862373613215748
A00056306,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,-0.847364772912849,NaN,0.700010507897244,NaN,0.15628914207903,NaN,0.95350796345413,NaN,0.865568389040224,NaN,0.769806774588649,NaN,NaN,0.1289586564434,NaN,-0.653618165283697,NaN,0.932333167445385,NaN,-0.75320557061346,NaN,-0.103245286391211,NaN,0.978287942354511
A00056556,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.89402960794246,NaN,0.849450689066383,NaN,0.97806437174221,NaN,-0.658593252189916,NaN,0.272466255346401,NaN,0.730515875080927,NaN,NaN,-0.85851497213126,NaN,-0.119566237351948,NaN,0.0738287058170498,NaN,-0.828344462058056,NaN,-0.744779656244186,NaN,0.643161699618292
A00056627,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.626910007976326,NaN,0.982196475101134,NaN,0.54696930213262,NaN,0.89116203265301,NaN,0.971525532330725,NaN,0.360773473540474,NaN,NaN,0.631039719319076,NaN,0.691631249255936,NaN,0.698539951641237,NaN,0.883496020811428,NaN,-0.0990701246543982,NaN,0.980524737631249
A00056949,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,0.649370638658943,NaN,-0.019251927066337,NaN,0.734003659262726,NaN,0.972899245294702,NaN,0.771068700907709,NaN,0.939723085533258,NaN,NaN,-0.775066576487928,NaN,0.92711334662627,NaN,0.198643866563084,NaN,0.863420644652326,NaN,0.908637780705729,NaN,-0.895473560866819
A00057005,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.489345455701187,NaN,-0.611440924841525,NaN,-0.167836559957552,NaN,0.553454246959,NaN,0.563058543231226,NaN,-0.821361670497039,NaN,NaN,-0.940841818642599,NaN,0.909145839363631,NaN,-0.010816407367337,NaN,-0.376525987133723,NaN,0.470617923729149,NaN,-0.909015143676129
A00057035,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.744867989221031,NaN,0.816674334481438,NaN,0.763142854407043,NaN,0.623066126224036,NaN,0.930876661744907,NaN,0.895751374485176,NaN,NaN,0.57444747673874,NaN,0.954778458181655,NaN,0.84266581854236,NaN,0.538527592799012,NaN,0.917110983890468,NaN,0.841602063157171
A00057182,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.185512929714577,NaN,0.978711052854849,NaN,-0.0310952908335382,NaN,0.830918552270184,NaN,0.983747822945086,NaN,-0.968275974574375,NaN,NaN,0.674209797510458,NaN,0.992714676116308,NaN,0.796507839110827,NaN,0.932439212896094,NaN,0.970900913557548,NaN,0.957327663000033
A00057235,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.89343412283659,NaN,0.973045513198092,NaN,0.911028894949893,NaN,0.916701512969313,NaN,0.968636407839424,NaN,-0.0595272972818504,NaN,NaN,0.562316390121629,NaN,-0.856773241307822,NaN,0.231826510470304,NaN,-0.011817701073474,NaN,0.926349430321586,NaN,0.984221280844709
A00057372,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.604207726418878,NaN,-0.987814770985089,NaN,-0.689255566258015,NaN,-0.762858913862553,NaN,0.153114950417439,NaN,-0.299235067280105,-0.662402409122239,NaN,-0.47963500550558,NaN,0.358620532508146,NaN,0.584285189379598,NaN,0.369450019340943,NaN,0.11607175095677,NaN
A00057444,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.327882963168226,NaN,0.318968247979885,NaN,0.679417555913441,NaN,0.859638116182534,NaN,0.981141207942078,NaN,0.148277951901745,NaN,NaN,-0.45313479970807,NaN,0.580818775553998,NaN,0.924056941608622,NaN,0.59018765869434,NaN,0.155137633594717,NaN,-0.13711948831045
A00057786,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,0.0708075077225914,NaN,0.963958915158045,NaN,-0.697383104371725,NaN,0.855405717869891,NaN,0.947081849409646,NaN,0.958081394913472,0.679573896055762,NaN,-0.671673009068315,NaN,-0.292897095682354,NaN,0.821455050919833,NaN,0.94958636870248,NaN,-0.315842086564618,NaN
A00057808,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.547643160293991,NaN,0.764246607938317,NaN,0.549321154136139,NaN,0.932901628256234,NaN,0.967923740889818,NaN,-0.693406814754776,NaN,NaN,0.638098396320317,NaN,0.979236171641137,NaN,-0.978854947451783,NaN,0.409798587807437,NaN,0.935505451000837,NaN,-0.456269227790521
A00057965,Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused,3,NaN,-0.672270412976712,NaN,-0.969348405669262,NaN,-0.736211868655229,NaN,-0.371921109861078,NaN,0.234060720627816,NaN,-0.72538195859282,0.589999456227247,NaN,0.862973898877625,NaN,0.655360259368677,NaN,-0.842737755059129,NaN,-0.804922983856466,NaN,0.170624709548204,NaN
A00058214,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.505779935687703,NaN,-0.84985626699509,NaN,0.829511939291505,NaN,0.877391295593276,NaN,0.802662834340216,NaN,0.980153524957467,-0.373387998367895,NaN,-0.618022745255681,NaN,-0.98203435303017,NaN,-0.478167336373061,NaN,0.605889180253726,NaN,-0.73708302859013,NaN
A00058552,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,0.885095805602383,NaN,0.939849167509472,NaN,-0.614206018902049,NaN,0.245331445159183,NaN,-0.0663462819539251,NaN,0.486433422979242,0.397582127726703,NaN,-0.838379883038871,NaN,0.849176763019335,NaN,0.724221192284117,NaN,0.981840874075674,NaN,0.917072044248094,NaN
A00058952,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,0.490772147166755,NaN,0.960811677430657,NaN,0.411979156878676,NaN,0.556554169607038,NaN,-0.29361205059306,NaN,0.62457214813942,0.630107521431404,NaN,0.475046308749991,NaN,0.404115081264735,NaN,0.156347828740754,NaN,0.858017315898543,NaN,-0.416806770980766,NaN
A00058999,Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused,3,NaN,0.663708424207086,NaN,-0.701951573081771,NaN,-0.19307691466908,NaN,0.0088966589299522,NaN,0.945708934043454,NaN,0.142155231338546,-0.356006230210752,NaN,-0.903276110128834,NaN,-0.100044900124869,NaN,0.663744497683798,NaN,0.952330713349559,NaN,-0.337213309745028,NaN
