Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27
A00040628,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.853334128780952,NaN,-0.285803580172374,NaN,-0.71687605976234,NaN,0.431994147125824,NaN,0.924141804811693,NaN,0.787920560717901,NaN,NaN,0.262835989946233,NaN,-0.526700626586924,NaN,0.777050736168011,NaN,-0.673674039505608,NaN,-0.638830782020374,NaN,0.736376016678744
A00040640,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,0.930288520314626,NaN,0.96587245739564,NaN,-0.273548475922922,NaN,0.332499440677298,NaN,0.950591324721501,NaN,0.601519209914556,-0.674252805213649,NaN,-0.706209282421295,NaN,-0.164487648988926,NaN,0.906134055170998,NaN,-0.874329266199054,NaN,0.118379737475728,NaN
A00040944,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,0.946948624210785,NaN,0.961957180844428,NaN,0.33268803653272,NaN,0.127189432967975,NaN,0.177739193873473,NaN,0.862716575274774,0.917538092294604,NaN,0.868363922092639,NaN,0.910557497319536,NaN,0.763161931570825,NaN,-0.844311192365431,NaN,-0.805443491243253,NaN
A00043299,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,0.582820371862312,NaN,0.9633332168623,NaN,0.931272882948744,NaN,0.747257287772733,NaN,0.929157661943409,NaN,0.962597046646833,0.527259297780905,NaN,-0.553042357786124,NaN,-0.688292065718395,NaN,0.424181357135409,NaN,-0.53389774179002,NaN,-0.0797242780690742,NaN
A00043677,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.677156095168109,NaN,-0.315930455362937,NaN,0.250809775211134,NaN,0.311549911438414,NaN,0.932520484404016,NaN,-0.230812917316304,NaN,NaN,-0.91337549316166,NaN,-0.613521639693204,NaN,0.0470738019357205,NaN,0.899951343062123,NaN,-0.82226358378888,NaN,0.977609622703722
A00043704,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,0.651395698920034,NaN,0.958122547146668,NaN,0.800974841001284,NaN,0.824223707767846,NaN,0.924470207594073,NaN,-0.263756971799127,NaN,NaN,-0.0754352625041972,NaN,-0.795596912237409,NaN,0.876304581334811,NaN,0.401227180566344,NaN,0.924245010306436,NaN,0.884606956455511
A00043721,Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused,3,NaN,0.902326651483086,NaN,0.988872877810772,NaN,0.77757816406765,NaN,-0.876273464360875,NaN,-0.737412703345225,NaN,-0.813783347990042,-0.893719262582995,NaN,-0.886118120724445,NaN,-0.579085058632661,NaN,0.548346689129106,NaN,0.0815523472873453,NaN,-0.91287192848666,NaN
A00043722,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.879120199755059,NaN,0.841425862772911,NaN,0.799186439258868,NaN,0.565947901974075,NaN,0.835677775161841,NaN,0.967598064947366,0.711159907748212,NaN,0.981005221733851,NaN,-0.76013804387186,NaN,0.859912821972312,NaN,0.859392359638216,NaN,0.713153489517782,NaN
A00043998,Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused,3,NaN,-0.532756897675677,NaN,-0.812075651679823,NaN,0.635834910633145,NaN,-0.566056929325646,NaN,0.915902115503359,NaN,0.932422602883946,0.908292536577323,NaN,0.45576116748011,NaN,0.473698503544691,NaN,0.744561192127689,NaN,0.105371163972831,NaN,0.772797558520107,NaN
A00045590,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.700489380938087,NaN,0.400696011703666,NaN,0.482387682258907,NaN,0.691543518330371,NaN,0.747120040185863,NaN,0.772700527034362,NaN,NaN,0.893802985245234,NaN,0.88110658065406,NaN,-0.791549201301491,NaN,-0.272037063449649,NaN,-0.773505643261871,NaN,-0.0537487208593884
A00050940,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,0.586696521181257,NaN,0.709315501002705,NaN,-0.308186690610112,NaN,0.512260593521898,NaN,-0.985082472406555,NaN,0.458215530894665,NaN,NaN,-0.756143257001118,NaN,0.913677697086018,NaN,-0.490597780979334,NaN,0.122313207150429,NaN,-0.836483541037009,NaN,0.869338970081971
A00051539,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,0.3526234128499,NaN,0.909749320124344,NaN,0.790061994045596,NaN,0.894287253744015,NaN,0.42378920154485,NaN,-0.877586803210883,NaN,NaN,-0.70722842098764,NaN,0.94453319212455,NaN,-0.6441333009143,NaN,0.789795573368556,NaN,0.926724870987957,NaN,-0.147638132569321
A00051548,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,-0.379812254897655,NaN,0.520582674381811,NaN,0.927788141360074,NaN,0.041671034673077,NaN,0.325411154008691,NaN,-0.672494236892413,NaN,NaN,-0.590997115451463,NaN,0.944054284381482,NaN,0.658033641545787,NaN,-0.473102183615978,NaN,-0.0806757167618916,NaN,0.579857557823423
A00051676,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.800291787584723,NaN,-0.248093051122,NaN,-0.921519818764905,NaN,0.812074090156859,NaN,0.0342992461400056,NaN,-0.241660896515504,-0.889576016890536,NaN,0.951976076289812,NaN,0.679292029187151,NaN,0.903913612116584,NaN,-0.674361501543151,NaN,0.828476684524846,NaN
A00051927,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.821311077727276,NaN,0.8093589861311,NaN,0.960952924179482,NaN,0.87199720326168,NaN,0.985420136120918,NaN,0.607828363491032,NaN,NaN,-0.946726620149887,NaN,-0.928326427905156,NaN,0.51442749344526,NaN,0.882114792550567,NaN,0.970708737323121,NaN,0.929908155316832
A00052125,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.560674112773663,NaN,0.974362613137511,NaN,0.573817949381645,NaN,-0.146600166031259,NaN,0.887374254175428,NaN,0.965834241188424,0.728244718215627,NaN,0.967038808795033,NaN,0.895746080074915,NaN,0.778711078172793,NaN,0.617727494597664,NaN,0.721376862992828,NaN
